,Status ID,Customer ID,Count_x,Quarter_x,Satisfaction Score,Customer Status,Churn Label,Churn Value,Churn Score,CLTV,Churn Category,Churn Reason,Service ID,Count_y,Quarter_y,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Count,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents
6435,AHJDYG7683,4024-CSNBY,1,Q3,4,Stayed,No,0,51,6295,,,LXCFIZGPW6941,1,Q3,Yes,8,72,,Yes,11.02,Yes,Yes,Fiber Optic,17,Yes,Yes,Yes,Yes,No,No,No,No,Two Year,Yes,Bank Withdrawal,94.25,6849.75,0.0,100,793.44,7743.19,1,Female,39,No,No,Yes,No,0
6436,OJVRCK6594,7110-BDTWG,1,Q3,4,Stayed,No,0,76,6302,,,MELIETZRH1769,1,Q3,Yes,4,71,,No,0.0,No,Yes,Cable,6,No,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,47.05,3263.6,0.0,0,0.0,3263.6,1,Female,59,No,No,Yes,No,0
6437,TEHIQZ1561,7493-GVFIO,1,Q3,3,Stayed,No,0,48,4565,,,BXVGPUTUY9564,1,Q3,No,0,57,Offer B,Yes,12.99,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.55,1252.85,0.0,0,740.43,1993.28,1,Male,56,No,No,No,No,0
6438,WWJOFK4359,0690-SRQID,1,Q3,3,Stayed,No,0,72,4925,,,HQZSJLDGM4221,1,Q3,No,0,4,Offer E,Yes,18.28,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.65,67.55,0.0,0,73.12,140.67,1,Male,20,Yes,No,No,No,0
6439,TSFIIR6859,9114-DPSIA,1,Q3,3,Stayed,No,0,77,4237,,,YJDQZIMQK2896,1,Q3,Yes,8,72,,Yes,2.73,Yes,Yes,DSL,59,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,81.0,5750.0,0.0,0,196.56,5946.56,1,Male,22,Yes,No,Yes,Yes,3
6440,BGVXWI4689,4700-UBQMV,1,Q3,4,Stayed,No,0,47,3503,,,VRAFRVBHL1368,1,Q3,Yes,6,21,,Yes,31.55,Yes,Yes,DSL,23,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,75.9,1549.75,0.0,0,662.55,2212.3,1,Male,42,No,No,Yes,Yes,3
6441,CSTUDL8981,7711-GQBZC,1,Q3,4,Stayed,No,0,45,5187,,,UQETQMZAF5997,1,Q3,Yes,1,71,,Yes,19.49,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.7,1810.55,0.0,0,1383.79,3194.34,1,Female,42,No,No,Yes,Yes,1
6442,KPCLBV9799,9795-NREXC,1,Q3,4,Stayed,No,0,56,5472,,,NVQLFEZEG5237,1,Q3,Yes,5,64,Offer B,Yes,11.85,Yes,Yes,DSL,2,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,85.0,5484.4,0.0,0,758.4,6242.8,1,Female,41,No,No,Yes,No,0
6443,QRZUXB6192,8573-CGOCC,1,Q3,5,Stayed,No,0,55,5433,,,GMJOCSLHN7114,1,Q3,No,0,16,,Yes,24.79,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.75,294.9,0.0,0,396.64,691.54,1,Male,48,No,No,No,No,0
6444,YRWRHH3596,7356-AYNJP,1,Q3,4,Stayed,No,0,57,5685,,,YQZHQGDBH6816,1,Q3,No,0,4,Offer E,Yes,6.36,Yes,No,,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,23.9,97.5,0.0,0,25.44,122.94,1,Female,33,No,No,No,No,0
6445,UDYTUA5611,6286-SUUWT,1,Q3,4,Joined,No,0,21,5916,,,QDXADUUJY7276,1,Q3,No,0,1,Offer E,Yes,27.08,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.95,19.95,0.0,0,27.08,47.03,1,Male,44,No,No,No,No,0
6446,JJMBTP2757,4819-HJPIW,1,Q3,3,Stayed,No,0,31,2675,,,QNGBEHAVW9831,1,Q3,No,0,18,,No,0.0,No,Yes,DSL,8,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,25.15,476.8,0.0,0,0.0,476.8,1,Male,32,No,No,No,No,0
6447,AKSBEZ3717,8654-DHAOW,1,Q3,5,Joined,No,0,27,3527,,,JNMGJVXVV6827,1,Q3,No,0,2,Offer E,Yes,21.3,Yes,Yes,DSL,7,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Credit Card,54.15,101.65,0.0,10,42.6,154.25,1,Female,47,No,No,No,No,0
6448,GLZAWD3281,5438-QMDDL,1,Q3,3,Stayed,No,0,32,3652,,,OQIBSUVHM3294,1,Q3,Yes,3,19,,Yes,8.3,No,Yes,DSL,48,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,59.8,1130.85,0.0,0,157.7,1288.55,1,Female,20,Yes,No,Yes,No,0
6449,RIGWUN4251,9812-GHVRI,1,Q3,4,Stayed,No,0,31,4294,,,JKJJLYKEU3271,1,Q3,No,0,40,Offer B,Yes,33.66,Yes,Yes,Fiber Optic,20,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,83.85,3532.25,0.0,0,1346.4,4878.65,1,Female,50,No,No,No,No,0
6450,JRFRSE5783,1228-ZLNBX,1,Q3,3,Stayed,No,0,50,2847,,,LEPYYAUZX2417,1,Q3,No,0,21,,Yes,3.26,Yes,Yes,Fiber Optic,51,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,75.3,1570.7,0.0,0,68.46,1639.16,1,Male,25,Yes,No,No,No,0
6451,TQUASP4396,4226-KKDON,1,Q3,4,Stayed,No,0,60,3804,,,ASBMSJPNF5482,1,Q3,No,0,8,Offer E,Yes,30.8,No,Yes,DSL,27,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,66.65,520.95,0.0,0,246.4,767.35,1,Male,41,No,No,No,No,0
6452,LCFJER1669,3831-YCPUO,1,Q3,3,Stayed,No,0,55,6419,,,ZWQXGHGBP9597,1,Q3,Yes,3,72,,Yes,32.23,No,Yes,Fiber Optic,19,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,109.5,7854.9,0.0,0,2320.56,10175.46,1,Female,38,No,No,Yes,Yes,1
6453,RADWIT3957,7445-WMRBW,1,Q3,4,Stayed,No,0,29,4740,,,IVPZAYLRD9633,1,Q3,No,0,48,Offer B,Yes,21.39,Yes,Yes,DSL,3,No,Yes,Yes,Yes,Yes,No,No,No,One Year,Yes,Bank Withdrawal,73.85,3581.4,0.0,60,1026.72,4668.12,1,Female,49,No,No,No,No,0
6454,FXZRVO9117,3308-DGHKL,1,Q3,5,Stayed,No,0,63,5028,,,ZRDXIYGJZ9191,1,Q3,No,0,69,,Yes,17.74,No,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,19.3,1447.9,0.0,0,1224.06,2671.96,1,Male,54,No,No,No,No,0
6455,JMIJGS2388,9924-JPRMC,1,Q3,3,Stayed,No,0,55,4886,,,CJJDNMQKU8957,1,Q3,No,0,72,,Yes,36.49,Yes,Yes,Fiber Optic,27,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,118.2,8547.15,0.0,0,2627.28,11174.43,1,Male,60,No,No,No,No,0
6456,IMTVNT1661,0080-EMYVY,1,Q3,3,Stayed,No,0,57,4298,,,NLNHQVCUL6317,1,Q3,No,0,14,,Yes,24.04,No,Yes,Cable,12,No,Yes,No,No,No,No,No,Yes,One Year,No,Credit Card,51.45,727.85,0.0,0,336.56,1064.41,1,Female,64,No,No,No,No,0
6457,HKZYOA5929,6218-KNUBD,1,Q3,4,Stayed,No,0,54,2393,,,BCMTGOUGZ6794,1,Q3,No,0,6,,Yes,10.88,No,Yes,Cable,8,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,59.45,357.6,0.0,0,65.28,422.88,1,Male,58,No,No,No,No,0
6458,PFGIRH1113,7337-CINUD,1,Q3,4,Stayed,No,0,35,5206,,,VKOCPOGZU2634,1,Q3,Yes,6,8,,Yes,17.2,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.5,159.35,0.0,0,137.6,296.95,1,Female,48,No,No,Yes,Yes,3
6459,NUGXCC8948,7609-NRNCA,1,Q3,3,Stayed,No,0,42,4947,,,ECBUVCBQT8659,1,Q3,No,0,17,,Yes,42.42,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.55,280.85,0.0,0,721.14,1001.99,1,Female,21,Yes,No,No,No,0
6460,ZOZCZE7297,0623-EJQEG,1,Q3,3,Stayed,No,0,76,5774,,,NBVBYRIIU5774,1,Q3,No,0,65,Offer B,Yes,2.72,Yes,Yes,Fiber Optic,16,Yes,No,No,Yes,No,Yes,Yes,No,One Year,No,Bank Withdrawal,93.55,6069.25,0.0,30,176.8,6276.05,1,Male,50,No,No,No,No,0
6461,ZXYFGX2391,7153-CHRBV,1,Q3,3,Stayed,No,0,38,6287,,,NHMXMJEEJ5224,1,Q3,Yes,6,57,Offer B,Yes,18.85,No,Yes,Cable,24,Yes,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,59.3,3274.35,0.0,0,1074.45,4348.8,1,Female,54,No,No,Yes,Yes,1
6462,AMOJBR4279,6198-PNNSZ,1,Q3,4,Stayed,No,0,77,5648,,,LFNOJFTLV9886,1,Q3,Yes,9,56,Offer B,Yes,37.76,Yes,Yes,Fiber Optic,21,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,109.8,6109.65,0.0,0,2114.56,8224.21,1,Female,54,No,No,Yes,No,0
6463,WXJPWO2668,3317-VLGQT,1,Q3,4,Stayed,No,0,68,3157,,,IGKANJUSS7244,1,Q3,Yes,7,14,,Yes,4.45,No,Yes,Fiber Optic,16,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,78.1,1122.4,0.0,0,62.3,1184.7,1,Female,50,No,No,Yes,No,0
6464,SUEKVS5819,4132-POCZS,1,Q3,3,Stayed,No,0,54,6371,,,JVKAGKZEQ5232,1,Q3,Yes,1,52,,No,0.0,No,Yes,DSL,26,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,39.9,2020.9,0.0,0,0.0,2020.9,1,Male,47,No,No,Yes,No,0
6465,EDEOYJ6586,5614-DNZCE,1,Q3,4,Stayed,No,0,57,5040,,,JTAJQDTAR9259,1,Q3,No,0,58,,Yes,29.47,No,Yes,DSL,16,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,64.9,3795.45,0.0,0,1709.26,5504.71,1,Female,56,No,No,No,No,0
6466,JNTSKW2714,3896-RCYYE,1,Q3,5,Stayed,No,0,37,5990,,,RHUFEGPXC2513,1,Q3,No,0,67,,No,0.0,No,Yes,DSL,11,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,53.4,3579.15,0.0,0,0.0,3579.15,1,Female,61,No,No,No,No,0
6467,CQORTG1428,9638-JIQYA,1,Q3,3,Joined,No,0,41,4033,,,CBIISKYMV3788,1,Q3,No,0,2,,No,0.0,No,Yes,DSL,48,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,24.9,49.7,0.0,10,0.0,59.7,1,Male,22,Yes,No,No,No,0
6468,FCRJAV3637,3726-TBHQT,1,Q3,4,Stayed,No,0,23,5600,,,BCPPFURXU6192,1,Q3,No,0,71,,Yes,25.45,Yes,Yes,Fiber Optic,59,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,114.0,8175.9,0.0,0,1806.95,9982.85,1,Male,25,Yes,No,Yes,Yes,1
6469,GEHXLL3829,3190-ITQXP,1,Q3,3,Stayed,No,0,58,3879,,,AESCGAQBF1864,1,Q3,Yes,7,46,,Yes,27.65,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.25,890.35,0.0,0,1271.9,2162.25,1,Female,42,No,No,Yes,Yes,1
6470,BRLSNC9121,3039-MJSLN,1,Q3,3,Joined,No,0,46,3594,,,CSKQWWXQH9558,1,Q3,No,0,3,,Yes,18.43,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.2,50.6,0.0,0,55.29,105.89,1,Male,36,No,No,No,Yes,3
6471,FEOKDQ8641,0178-CIIKR,1,Q3,3,Joined,No,0,74,5949,,,HAZGOAIDE1181,1,Q3,No,0,3,,Yes,2.69,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.95,58.0,0.0,0,8.07,66.07,1,Female,60,No,No,No,No,0
6472,YTUSDI8516,5774-QPLTF,1,Q3,5,Stayed,No,0,71,6391,,,MJCPIWXTA1393,1,Q3,Yes,9,50,,Yes,26.98,No,No,,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.35,938.95,0.0,0,1349.0,2287.95,1,Male,40,No,No,Yes,Yes,2
6473,ZKGWYM3659,5010-IPEAQ,1,Q3,3,Stayed,No,0,58,5261,,,STGDQRUUO2564,1,Q3,Yes,2,67,,No,0.0,No,Yes,Cable,51,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,54.2,3623.95,0.0,0,0.0,3623.95,1,Female,29,Yes,No,Yes,Yes,2
6474,OBFMPJ8848,8990-YOZLV,1,Q3,3,Stayed,No,0,68,5059,,,YIYEMUHHO4663,1,Q3,No,0,69,Offer A,Yes,13.91,Yes,Yes,Cable,7,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,66.9,4577.9,0.0,0,959.79,5537.69,1,Female,46,No,No,No,No,0
6475,IUOAIT7524,3069-SSVSN,1,Q3,3,Joined,No,0,55,4467,,,PEYJNDXMR3872,1,Q3,No,0,1,,No,0.0,No,Yes,DSL,18,No,No,No,No,No,No,No,Yes,One Year,No,Credit Card,25.85,25.85,0.0,0,0.0,25.85,1,Female,50,No,No,No,No,0
6476,XOEPLI4841,5222-IMUKT,1,Q3,4,Stayed,No,0,80,2716,,,NRYPNSPVA6135,1,Q3,No,0,32,,Yes,47.3,No,Yes,Fiber Optic,24,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,91.05,2871.5,0.0,0,1513.6,4385.1,1,Male,40,No,No,No,No,0
6477,RMBKZM3223,6685-XSHHU,1,Q3,5,Stayed,No,0,51,4425,,,KVGYHTYOH7163,1,Q3,Yes,9,60,,Yes,32.12,No,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20.95,1270.55,0.0,0,1927.2,3197.75,1,Male,45,No,No,Yes,Yes,2
6478,QXIFYM1987,8901-UPRHR,1,Q3,4,Stayed,No,0,68,6130,,,VWDNTLRMP4974,1,Q3,Yes,4,72,Offer A,Yes,44.03,Yes,Yes,Fiber Optic,14,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,109.2,7711.45,0.0,0,3170.16,10881.61,1,Female,40,No,No,Yes,Yes,1
6479,JEEDZZ1465,3845-FXCYS,1,Q3,5,Joined,No,0,26,4841,,,HZASBYLRB3661,1,Q3,No,0,2,,Yes,7.8,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.65,31.2,0.0,0,15.6,46.8,1,Male,55,No,No,No,No,0
6480,ZKMKTL6881,5857-XRECV,1,Q3,3,Joined,No,0,47,4486,,,QFWLZENRP9763,1,Q3,No,0,2,,Yes,31.01,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.5,38.25,0.0,0,62.02,100.27,1,Female,44,No,No,No,Yes,3
6481,TJBDPS8745,0725-CXOTM,1,Q3,3,Stayed,No,0,68,4844,,,TFHNLBXTY7956,1,Q3,No,0,36,,Yes,44.7,Yes,Yes,DSL,59,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,89.65,3348.1,0.0,0,1609.2,4957.3,1,Female,29,Yes,No,No,No,0
6482,TIBHDD1332,4343-EJVQB,1,Q3,4,Stayed,No,0,51,2463,,,STNBPTDYU4962,1,Q3,No,0,7,,Yes,1.67,No,Yes,Fiber Optic,23,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,74.35,533.6,0.0,0,11.69,545.29,1,Male,48,No,No,No,No,0
6483,ONVYWO4235,3427-GGZZI,1,Q3,5,Stayed,No,0,66,3624,,,BNGSRQMIP8761,1,Q3,Yes,1,19,,Yes,45.37,Yes,Yes,Fiber Optic,52,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.1,1620.8,0.0,0,862.03,2482.83,1,Female,30,No,No,Yes,No,0
6484,NZUOUQ8665,3154-CFSZG,1,Q3,4,Stayed,No,0,78,3291,,,YZFGXAVJM6522,1,Q3,Yes,3,47,,Yes,38.25,No,Yes,Fiber Optic,20,Yes,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,90.05,4137.2,0.0,0,1797.75,5934.95,1,Male,57,No,No,Yes,Yes,1
6485,HKIBTN1183,2220-IAHLS,1,Q3,3,Joined,No,0,21,5566,,,CTUYBDWIF5679,1,Q3,No,0,1,,Yes,2.85,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.4,19.4,0.0,0,2.85,22.25,1,Female,49,No,No,No,No,0
6486,IKMJKQ3548,4377-VDHYI,1,Q3,3,Stayed,No,0,80,2722,,,MMOZXDVRS5951,1,Q3,Yes,6,32,,Yes,36.65,No,Yes,Fiber Optic,69,Yes,Yes,No,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,90.8,3023.85,0.0,0,1172.8,4196.65,1,Male,29,Yes,No,Yes,Yes,3
6487,ZOSEJY3111,4937-QPZPO,1,Q3,5,Stayed,No,0,31,5641,,,SPLOROTWU1971,1,Q3,Yes,3,61,,Yes,34.54,Yes,Yes,Fiber Optic,58,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,99.9,6241.35,0.0,0,2106.94,8348.29,1,Male,62,No,No,Yes,Yes,3
6488,YQZWPB9691,2925-VDZHY,1,Q3,4,Stayed,No,0,46,4641,,,ZPWVWMHLS1651,1,Q3,Yes,1,72,Offer A,Yes,28.63,Yes,Yes,DSL,19,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,88.7,6501.35,0.0,0,2061.36,8562.71,1,Male,64,No,No,Yes,Yes,2
6489,COBOOJ6957,6981-TDRFT,1,Q3,5,Stayed,No,0,39,3423,,,QYGYAGVRP2531,1,Q3,Yes,1,44,,No,0.0,No,Yes,DSL,69,No,No,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,54.3,2317.1,0.0,10,0.0,2327.1,1,Male,25,Yes,No,Yes,Yes,1
6490,PYGQQW1456,3413-CSSTH,1,Q3,4,Stayed,No,0,26,5590,,,IMRJFSPYB3346,1,Q3,No,0,41,,Yes,6.6,Yes,Yes,Cable,3,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,55.7,2237.55,0.0,0,270.6,2508.15,1,Male,40,No,No,No,No,0
6491,KDOUDG4567,8033-VCZGH,1,Q3,3,Stayed,No,0,42,4363,,,RRSNTOAME6926,1,Q3,No,0,50,,Yes,23.28,Yes,Yes,Fiber Optic,51,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.95,5231.3,0.0,0,1164.0,6395.3,1,Male,27,Yes,No,Yes,No,0
6492,VFQLEC9737,0224-NIJLP,1,Q3,4,Stayed,No,0,32,3899,,,JZYFLJEQF2934,1,Q3,Yes,1,8,Offer E,Yes,2.87,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.15,165.5,0.0,0,22.96,188.46,1,Male,30,No,No,Yes,Yes,3
6493,ONUUXX3936,7542-CYDDM,1,Q3,3,Stayed,No,0,22,4204,,,TRKEIMEAN7533,1,Q3,No,0,18,,Yes,22.97,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.05,358.5,0.0,0,413.46,771.96,1,Male,61,No,No,No,No,0
6494,HDBUXJ4113,4718-WXBGI,1,Q3,4,Stayed,No,0,30,4403,,,TCZAXMRDZ4826,1,Q3,Yes,1,72,Offer A,Yes,27.1,Yes,Yes,Cable,59,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,91.95,6614.9,0.0,0,1951.2,8566.1,1,Male,21,Yes,No,Yes,Yes,1
6495,LNPTTQ4359,5716-LIBJC,1,Q3,3,Stayed,No,0,33,2810,,,SOYCXLSAE1411,1,Q3,No,0,13,Offer D,Yes,11.99,Yes,Yes,Fiber Optic,27,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,104.15,1299.1,2.76,0,155.87,1452.21,1,Female,29,Yes,No,No,Yes,2
6496,BRERNC1371,2868-LLSKM,1,Q3,4,Stayed,No,0,43,5958,,,NDHGWIQFO6814,1,Q3,Yes,1,68,Offer A,Yes,15.94,Yes,Yes,Fiber Optic,29,No,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,83.65,5733.4,46.99,0,1083.92,6770.33,1,Female,50,No,No,Yes,Yes,2
6497,AAEDXJ7271,2988-QRAJY,1,Q3,3,Stayed,No,0,30,5798,,,EBQRARPRX3595,1,Q3,No,0,69,Offer A,Yes,5.71,Yes,Yes,Fiber Optic,73,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,110.05,7430.75,23.16,0,393.99,7801.58,1,Male,27,Yes,No,No,No,0
6498,WRNQIT8818,0071-NDAFP,1,Q3,3,Stayed,No,0,65,5230,,,GTVBQPDVW4942,1,Q3,Yes,1,25,,Yes,23.69,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.5,630.6,44.42,0,592.25,1178.43,1,Male,31,No,No,Yes,Yes,3
6499,NYMPMG1613,7328-ZJAJO,1,Q3,4,Stayed,No,0,64,4579,,,OOKVAKFQE4521,1,Q3,Yes,1,59,,Yes,9.51,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.5,1222.65,0.0,0,561.09,1783.74,1,Female,19,Yes,No,Yes,Yes,2
6500,GLTUXW2193,1090-PYKCI,1,Q3,3,Stayed,No,0,27,4686,,,EMKRIWBVO7152,1,Q3,Yes,1,69,Offer A,Yes,23.02,Yes,Yes,Fiber Optic,48,Yes,Yes,Yes,Yes,Yes,No,No,No,One Year,Yes,Credit Card,105.1,7234.8,0.0,110,1588.38,8933.18,1,Female,19,Yes,No,Yes,Yes,3
6501,MFSFRQ9926,3058-WQDRE,1,Q3,5,Stayed,No,0,53,4943,,,FPVNXAPMP9565,1,Q3,No,0,13,Offer D,No,0.0,No,Yes,Cable,16,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,25.15,331.85,48.59,0,0.0,283.26,1,Male,37,No,No,No,No,0
6502,LNZQCN4818,2279-AXJJK,1,Q3,3,Stayed,No,0,45,4465,,,YIJZDZIZO5271,1,Q3,Yes,1,52,,Yes,8.94,Yes,Yes,Fiber Optic,85,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,95.65,5088.4,11.8,0,464.88,5541.48,1,Male,27,Yes,No,Yes,No,0
6503,VNCMTJ8934,0909-SELIE,1,Q3,4,Stayed,No,0,72,4302,,,XEIWKLJMK5167,1,Q3,Yes,1,61,,Yes,43.48,Yes,Yes,DSL,20,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,80.8,4860.85,17.17,0,2652.28,7495.96,1,Male,53,No,No,Yes,No,0
6504,BNWNPV9964,3417-TSCIC,1,Q3,5,Stayed,No,0,49,4161,,,CRHXMZPGD1575,1,Q3,No,0,29,,No,0.0,No,Yes,DSL,59,No,No,No,No,No,No,No,Yes,One Year,Yes,Credit Card,24.85,788.05,0.0,0,0.0,788.05,1,Male,19,Yes,No,No,No,0
6505,PXURIL7765,1042-HFUCW,1,Q3,5,Stayed,No,0,50,5136,,,KEDVEOKOW5429,1,Q3,No,0,25,Offer C,Yes,39.9,No,Yes,DSL,27,No,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,54.75,1266.35,15.76,0,997.5,2248.09,1,Female,37,No,No,No,Yes,1
6506,EDOJKQ9954,6537-OTKMY,1,Q3,5,Stayed,No,0,63,5091,,,MQNAOISNX6636,1,Q3,No,0,15,Offer D,No,0.0,No,Yes,DSL,14,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,50.75,688.2,32.55,0,0.0,655.65,1,Male,52,No,No,No,No,0
6507,TTTUPF5849,8999-EXMNO,1,Q3,3,Stayed,No,0,26,4246,,,PVZTZYJJB4543,1,Q3,Yes,1,19,Offer D,Yes,31.85,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.15,387.7,2.97,0,605.15,989.88,1,Female,48,No,No,Yes,Yes,3
6508,BWBUBO7563,6725-TPKJO,1,Q3,3,Stayed,No,0,41,2798,,,PRFVCJHTT4895,1,Q3,No,0,44,,Yes,47.53,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.05,845.25,15.31,0,2091.32,2921.26,1,Male,28,Yes,No,No,No,0
6509,QGLFKP3226,7162-WPHPM,1,Q3,4,Stayed,No,0,49,4747,,,REWRCDROG7346,1,Q3,Yes,1,58,,Yes,40.57,Yes,Yes,DSL,25,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,71.6,4230.25,45.54,0,2353.06,6537.77,1,Male,44,No,No,Yes,Yes,3
6510,GKRLQJ6288,1599-MMYRQ,1,Q3,3,Stayed,No,0,66,5179,,,TUFBHVJUP7934,1,Q3,Yes,1,62,,Yes,39.67,No,Yes,Fiber Optic,41,Yes,Yes,No,No,No,No,No,Yes,One Year,Yes,Credit Card,81.45,4983.05,14.15,0,2459.54,7428.44,1,Male,27,Yes,No,Yes,Yes,3
6511,YBXHSY6178,8821-KVZKQ,1,Q3,5,Stayed,No,0,43,4117,,,ONFJQCCAK1715,1,Q3,Yes,1,70,Offer A,No,0.0,No,Yes,Cable,19,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,58.4,4113.15,32.53,0,0.0,4080.62,1,Female,52,No,No,Yes,Yes,2
6512,CGAWTJ8146,6434-TTGJP,1,Q3,3,Stayed,No,0,48,5671,,,EGYMAJMRP3226,1,Q3,Yes,2,10,Offer D,No,0.0,No,Yes,Cable,24,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,53.7,521.0,22.97,0,0.0,498.03,1,Male,49,No,No,Yes,Yes,2
